4/19/2017 10:54:52 PM,8461,385
4/19/2017 10:54:58 PM,8462,385
4/19/2017 11:00:27 PM,8463,381
4/19/2017 11:00:34 PM,8463,383
4/19/2017 11:07:24 PM,8463,378
4/19/2017 11:08:46 PM,8463,378
4/19/2017 11:11:03 PM,8463,381
4/19/2017 11:15:04 PM,8463,379
4/19/2017 11:15:09 PM,8463,379
4/19/2017 11:16:39 PM,8463,383
4/19/2017 11:19:37 PM,8462,383
4/19/2017 11:19:59 PM,8462,381
4/19/2017 11:20:00 PM,8463,381
4/19/2017 11:25:13 PM,8463,381
4/19/2017 11:28:46 PM,8464,375
4/19/2017 11:35:21 PM,8464,372
4/19/2017 11:35:30 PM,8465,372
4/19/2017 11:40:08 PM,8466,368
4/19/2017 11:43:23 PM,8467,368
4/19/2017 11:49:10 PM,8468,362
4/19/2017 11:51:13 PM,8469,364
4/19/2017 11:54:23 PM,8469,368
4/19/2017 11:56:15 PM,8470,371
4/19/2017 11:57:13 PM,8471,371
4/20/2017 12:02:26 AM,8471,374
4/20/2017 12:03:11 AM,8471,377
4/20/2017 12:03:39 AM,8471,377
4/20/2017 12:05:54 AM,8472,377
4/20/2017 12:07:03 AM,8472,378
4/20/2017 12:08:15 AM,8472,376
4/20/2017 12:12:15 AM,8472,382
4/20/2017 12:12:51 AM,8472,379
4/20/2017 12:13:47 AM,8472,382
4/20/2017 12:14:07 AM,8472,380
4/20/2017 12:14:21 AM,8472,383
4/20/2017 12:16:14 AM,8472,379
4/20/2017 12:17:08 AM,8472,378
4/20/2017 12:17:47 AM,8472,377
4/20/2017 12:19:02 AM,8472,375
4/20/2017 12:29:29 AM,8472,375
4/20/2017 12:31:00 AM,8472,371
4/20/2017 12:39:28 AM,8472,377
4/20/2017 12:40:43 AM,8472,373
4/20/2017 12:41:46 AM,8473,367
4/20/2017 12:45:36 AM,8473,375
4/20/2017 12:51:28 AM,8473,370
4/20/2017 12:53:02 AM,8473,371
4/20/2017 12:54:35 AM,8474,370
4/20/2017 1:00:22 AM,8475,368
4/20/2017 1:01:26 AM,8475,371
4/20/2017 1:03:16 AM,8476,372
4/20/2017 1:05:19 AM,8477,373
4/20/2017 1:13:11 AM,8478,374
4/20/2017 1:20:51 AM,8478,375
4/20/2017 1:21:08 AM,8478,375
4/20/2017 1:22:17 AM,8478,377
4/20/2017 1:25:31 AM,8478,377
4/20/2017 1:32:04 AM,8478,378
4/20/2017 1:32:29 AM,8478,378
4/20/2017 1:36:42 AM,8477,379
4/20/2017 1:42:16 AM,8478,379
4/20/2017 1:44:20 AM,8479,378
4/20/2017 1:46:05 AM,8479,378
4/20/2017 1:46:10 AM,8479,378
4/20/2017 1:46:56 AM,8480,378
4/20/2017 1:47:25 AM,8480,377
4/20/2017 1:47:29 AM,8480,377
4/20/2017 1:47:53 AM,8480,380
4/20/2017 1:49:17 AM,8481,383
4/20/2017 1:49:42 AM,8481,385
4/20/2017 1:51:18 AM,8480,383
4/20/2017 1:51:45 AM,8480,383
4/20/2017 1:52:19 AM,8480,383
4/20/2017 1:52:33 AM,8480,384
4/20/2017 1:52:43 AM,8480,383
4/20/2017 1:57:27 AM,8480,378
4/20/2017 1:58:41 AM,8480,377
4/20/2017 2:02:17 AM,8480,384
4/20/2017 2:02:57 AM,8481,384
4/20/2017 2:06:59 AM,8481,383
4/20/2017 2:07:19 AM,8481,383
4/20/2017 2:07:34 AM,8482,383
4/20/2017 2:08:15 AM,8482,385
4/20/2017 2:08:40 AM,8482,388
4/20/2017 2:11:52 AM,8483,383
4/20/2017 2:12:17 AM,8483,384
4/20/2017 2:15:33 AM,8483,392
4/20/2017 2:15:54 AM,8483,394
4/20/2017 2:16:25 AM,8484,396
4/20/2017 2:24:08 AM,8484,396
4/20/2017 2:29:01 AM,8484,386
4/20/2017 2:29:12 AM,8484,387
4/20/2017 2:29:39 AM,8484,386
4/20/2017 2:35:01 AM,8484,386
4/20/2017 2:40:21 AM,8484,392
4/20/2017 2:40:34 AM,8485,393
4/20/2017 2:41:50 AM,8486,395
4/20/2017 2:42:39 AM,8487,396
4/20/2017 2:43:12 AM,8487,396
4/20/2017 2:43:54 AM,8487,394
4/20/2017 2:45:03 AM,8487,397
4/20/2017 2:47:08 AM,8487,399
4/20/2017 2:49:14 AM,8487,402
4/20/2017 2:49:32 AM,8487,402
4/20/2017 2:50:59 AM,8487,399
4/20/2017 2:53:54 AM,8487,403
4/20/2017 2:55:08 AM,8487,406
4/20/2017 2:57:49 AM,8488,406
4/20/2017 2:58:01 AM,8489,408
4/20/2017 3:00:25 AM,8490,411
4/20/2017 3:00:28 AM,8490,413
4/20/2017 3:03:29 AM,8490,412
4/20/2017 3:04:22 AM,8490,414
4/20/2017 3:15:22 AM,8490,420
4/20/2017 3:19:54 AM,8490,422
4/20/2017 3:28:01 AM,8490,427
4/20/2017 3:30:32 AM,8490,428
4/20/2017 3:32:13 AM,8491,430
4/20/2017 3:34:00 AM,8492,428
4/20/2017 3:34:21 AM,8493,429
4/20/2017 3:36:59 AM,8494,429
4/20/2017 3:44:35 AM,8494,436
4/20/2017 3:44:57 AM,8494,437
4/20/2017 3:45:32 AM,8494,439
4/20/2017 3:49:43 AM,8495,442
4/20/2017 3:55:43 AM,8496,438
4/20/2017 3:59:31 AM,8497,450
4/20/2017 3:59:52 AM,8497,446
4/20/2017 4:03:04 AM,8497,444
4/20/2017 4:09:33 AM,8496,444
4/20/2017 4:10:08 AM,8497,451
4/20/2017 4:10:26 AM,8498,455
4/20/2017 4:10:59 AM,8497,457
4/20/2017 4:12:22 AM,8498,458
4/20/2017 4:12:38 AM,8499,456
4/20/2017 4:12:46 AM,8500,458
4/20/2017 4:16:35 AM,8501,452
4/20/2017 4:16:57 AM,8500,452
4/20/2017 4:21:14 AM,8500,453
4/20/2017 4:21:20 AM,8501,452
4/20/2017 4:21:21 AM,8501,453
4/20/2017 4:22:22 AM,8501,455
4/20/2017 4:23:32 AM,8501,455
4/20/2017 4:27:26 AM,8501,462
4/20/2017 4:32:05 AM,8502,469
4/20/2017 4:32:34 AM,8502,469
4/20/2017 4:34:43 AM,8502,462
4/20/2017 4:35:21 AM,8502,467
4/20/2017 4:41:03 AM,8502,471
4/20/2017 4:42:51 AM,8502,474
4/20/2017 4:46:04 AM,8502,479
4/20/2017 4:48:25 AM,8503,483
4/20/2017 4:51:43 AM,8504,482
4/20/2017 4:52:23 AM,8503,483
4/20/2017 4:53:48 AM,8503,484
4/20/2017 4:55:10 AM,8503,482
4/20/2017 4:56:54 AM,8503,481
4/20/2017 4:57:42 AM,8504,483
4/20/2017 4:59:10 AM,8504,491
4/20/2017 4:59:51 AM,8504,492
4/20/2017 5:00:00 AM,8504,493
